"filename", "language", "Markdown", "TypeScript", "YAML", "JSON", "JSON with Comments", "Skill", "TypeScript JSX", "JavaScript", "HTML", "XML", "PostCSS", "comment", "blank", "total"
"c:\Users\chris\Desktop\dandilion\docs\RELEASING.md", "Markdown", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 98
"c:\Users\chris\Desktop\dandilion\electron-builder.yml", "YAML", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 56
"c:\Users\chris\Desktop\dandilion\electron.vite.config.ts", "TypeScript", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 6, 116
"c:\Users\chris\Desktop\dandilion\eslint.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 17, 2, 95
"c:\Users\chris\Desktop\dandilion\package-lock.json", "JSON", 0, 0, 0, 10772, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10773
"c:\Users\chris\Desktop\dandilion\package.json", "JSON", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 1, 106
"c:\Users\chris\Desktop\dandilion\playwright.config.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 21
"c:\Users\chris\Desktop\dandilion\scripts\generate-icon.cjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 26, 15, 115
"c:\Users\chris\Desktop\dandilion\scripts\generate-public-suffix-list.cjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 48, 23, 156
"c:\Users\chris\Desktop\dandilion\src\main\app\app-context.ts", "TypeScript", 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 20, 305
"c:\Users\chris\Desktop\dandilion\src\main\app\command-executor.ts", "TypeScript", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 171
"c:\Users\chris\Desktop\dandilion\src\main\app\media-protocol.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 8, 68
"c:\Users\chris\Desktop\dandilion\src\main\app\menu.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 55
"c:\Users\chris\Desktop\dandilion\src\main\app\security.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 14
"c:\Users\chris\Desktop\dandilion\src\main\browser\dandelion-window.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 68
"c:\Users\chris\Desktop\dandilion\src\main\browser\popup-host.ts", "TypeScript", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 30, 238
"c:\Users\chris\Desktop\dandilion\src\main\browser\session-manager.ts", "TypeScript", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 151
"c:\Users\chris\Desktop\dandilion\src\main\browser\tab-manager.ts", "TypeScript", 0, 956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 118, 1257
"c:\Users\chris\Desktop\dandilion\src\main\browser\window-manager.ts", "TypeScript", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 212
"c:\Users\chris\Desktop\dandilion\src\main\core\event-bus.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 31
"c:\Users\chris\Desktop\dandilion\src\main\core\logger.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 53
"c:\Users\chris\Desktop\dandilion\src\main\core\merge.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 25
"c:\Users\chris\Desktop\dandilion\src\main\core\paths.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 23
"c:\Users\chris\Desktop\dandilion\src\main\index.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 67
"c:\Users\chris\Desktop\dandilion\src\main\ipc\ipc-host.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 89
"c:\Users\chris\Desktop\dandilion\src\main\ipc\router.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 39
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\app.router.ts", "TypeScript", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 138
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\browsing.router.ts", "TypeScript", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 154
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\discovery.router.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 72
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\extensions.router.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\privacy.router.ts", "TypeScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\sessions.router.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 16
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\settings.router.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\tabs.router.ts", "TypeScript", 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 156
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\vault.router.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71
"c:\Users\chris\Desktop\dandilion\src\main\ipc\routers\workspaces.router.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 63
"c:\Users\chris\Desktop\dandilion\src\main\ipc\trpc.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 34
"c:\Users\chris\Desktop\dandilion\src\main\services\ai\ai.service.ts", "TypeScript", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 30, 302
"c:\Users\chris\Desktop\dandilion\src\main\services\ai\provider.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 50
"c:\Users\chris\Desktop\dandilion\src\main\services\ai\providers.ts", "TypeScript", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 182
"c:\Users\chris\Desktop\dandilion\src\main\services\bookmarks.service.ts", "TypeScript", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 209
"c:\Users\chris\Desktop\dandilion\src\main\services\downloads.service.ts", "TypeScript", 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 36, 380
"c:\Users\chris\Desktop\dandilion\src\main\services\extensions.service.ts", "TypeScript", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 104
"c:\Users\chris\Desktop\dandilion\src\main\services\history.service.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 88
"c:\Users\chris\Desktop\dandilion\src\main\services\omnibox.service.ts", "TypeScript", 0, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 32, 340
"c:\Users\chris\Desktop\dandilion\src\main\services\permissions.service.ts", "TypeScript", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 21, 217
"c:\Users\chris\Desktop\dandilion\src\main\services\privacy\block-engine.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 70
"c:\Users\chris\Desktop\dandilion\src\main\services\privacy\default-blocklist.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 90
"c:\Users\chris\Desktop\dandilion\src\main\services\privacy\privacy.service.ts", "TypeScript", 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 226
"c:\Users\chris\Desktop\dandilion\src\main\services\privacy\public-suffix-list.ts", "TypeScript", 0, 10249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 10270
"c:\Users\chris\Desktop\dandilion\src\main\services\privacy\public-suffix.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 13, 83
"c:\Users\chris\Desktop\dandilion\src\main\services\privacy\third-party.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 7, 84
"c:\Users\chris\Desktop\dandilion\src\main\services\profile.service.ts", "TypeScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 99
"c:\Users\chris\Desktop\dandilion\src\main\services\search.service.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 94
"c:\Users\chris\Desktop\dandilion\src\main\services\settings.service.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 74
"c:\Users\chris\Desktop\dandilion\src\main\services\sync.service.ts", "TypeScript", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 127
"c:\Users\chris\Desktop\dandilion\src\main\services\update.service.ts", "TypeScript", 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 26, 228
"c:\Users\chris\Desktop\dandilion\src\main\services\vault.service.ts", "TypeScript", 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 245
"c:\Users\chris\Desktop\dandilion\src\main\services\workspace.service.ts", "TypeScript", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 102
"c:\Users\chris\Desktop\dandilion\src\main\storage\database.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 74
"c:\Users\chris\Desktop\dandilion\src\main\storage\index.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\chris\Desktop\dandilion\src\main\storage\migrations\001_init.ts", "TypeScript", 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 194
"c:\Users\chris\Desktop\dandilion\src\main\storage\migrations\index.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 12
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\bookmarks.repo.ts", "TypeScript", 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 175
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\downloads.repo.ts", "TypeScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 13, 140
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\helpers.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 9, 66
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\history.repo.ts", "TypeScript", 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 186
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\index.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 62
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\kv.repo.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 34
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\passwords.repo.ts", "TypeScript", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 159
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\permissions.repo.ts", "TypeScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 81
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\profiles.repo.ts", "TypeScript", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 89
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\search-engines.repo.ts", "TypeScript", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 114
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\sessions.repo.ts", "TypeScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 64
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\settings.repo.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\tabs.repo.ts", "TypeScript", 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 183
"c:\Users\chris\Desktop\dandilion\src\main\storage\repositories\workspaces.repo.ts", "TypeScript", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 110
"c:\Users\chris\Desktop\dandilion\src\preload\index.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 42
"c:\Users\chris\Desktop\dandilion\src\renderer\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ai\AiSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 17, 188
"c:\Users\chris\Desktop\dandilion\src\renderer\components\brand\DandelionMark.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 7, 5, 55
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\AddressPill.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 1, 4, 46
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\BookmarksPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 8, 12, 187
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\Chrome.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 1, 7, 94
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\ContentArea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 6, 4, 57
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\ContentSlot.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 13, 7, 65
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\DownloadRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 5, 7, 116
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\DownloadsPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 6, 8, 73
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\DownloadsPopover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 13, 8, 108
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\FindBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 1, 7, 110
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\HistoryPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 7, 9, 114
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\HorizontalTabStrip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 1, 5, 96
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\PermissionPrompt.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 4, 8, 108
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\Sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 5, 7, 53
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\SplitDivider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 20, 12, 138
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\TabContextMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 4, 9, 129
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\TabGroupHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 2, 7, 135
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\TabItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 2, 11, 158
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\TabPreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 1, 4, 45
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\TabSwitcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 1, 4, 89
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\TabsPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 5, 14, 149
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\TitleBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 6, 7, 63
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\Toolbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 7, 10, 175
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\UpdateChip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 21, 10, 185
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\WorkspaceBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 0, 1, 12, 211
"c:\Users\chris\Desktop\dandilion\src\renderer\components\chrome\ZoomControl.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 10, 8, 73
"c:\Users\chris\Desktop\dandilion\src\renderer\components\omnibox\Omnibox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 2, 14, 259
"c:\Users\chris\Desktop\dandilion\src\renderer\components\palette\CommandPalette.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 8, 12, 163
"c:\Users\chris\Desktop\dandilion\src\renderer\components\reader\ReaderView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 6, 6, 144
"c:\Users\chris\Desktop\dandilion\src\renderer\components\sessions\SessionsDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 1, 12, 166
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 8, 7, 97
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\ConfirmDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 4, 3, 67
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\EmptyState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 8, 3, 55
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Favicon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 10, 4, 37
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 2, 5, 29
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\IconButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 1, 3, 31
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\IconTile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 4, 30
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Kbd.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 2, 17
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\List.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 9, 5, 78
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\SearchField.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 1, 3, 51
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\SegmentedControl.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 11, 7, 105
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 6, 5, 84
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 3, 13
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 9, 3, 52
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Spinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 3, 27
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 5, 3, 31
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 1, 7, 74
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\Tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 12, 4, 42
"c:\Users\chris\Desktop\dandilion\src\renderer\components\ui\menu-styles.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 20
"c:\Users\chris\Desktop\dandilion\src\renderer\env.d.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 28
